编号,游戏名称,中文名,中文名_clean,GBA.ZH
GBA#2729,Super Donkey Kong 2 (Japan),超级大金刚2 （日版）,超级大金刚2,
GBA#2730,Super Donkey Kong 3 (Japan),超级大金刚3 （日版）,超级大金刚3,
GBA#2731,Super Dropzone - Intergalactic Rescue Mission (Europe),超级月面地带 （欧版）,超级月面地带,
GBA#2732,Super Dropzone - Intergalactic Rescue Mission (USA),超级月面地带 （美版）,超级月面地带,
GBA#2733,Super Duper Sumos (USA),超级笨蛋相扑手 （美版）,超级笨蛋相扑手,
GBA#2734,Super Ghouls'n Ghosts (USA) (Wii U Virtual Console),超魔界村R （美版） (Wii U Virtual Console),超魔界村R,
GBA#2735,"Super Ghouls'n Ghosts (USA, Europe)",超魔界村R （美版 欧版）,超魔界村R,
GBA#2736,"Super Hornet FA 18F (USA, Europe)",超级大黄蜂FA-18F攻击机 （美版 欧版）,超级大黄蜂FA-18F攻击机,
GBA#2737,Super Mario Advance (USA) (Demo) (Kiosk),超级马里奥A （美版） （演示版） （商店演示版）,超级马里奥A,
GBA#2738,"Super Mario Advance (USA, Europe)",超级马里奥A （美版 欧版）,超级马里奥A,
GBA#2739,"Super Mario Advance (USA, Europe) (Wii U Virtual Console)",超级马里奥A （美版 欧版） (Wii U Virtual Console),超级马里奥A,
GBA#2740,Super Mario Advance - Super Mario USA + Mario Brothers (Japan),超级马里奥A （日版）,超级马里奥A,
GBA#2741,"Super Mario Advance 2 - Super Mario World (Europe) (En,Fr,De,Es)","超级马里奥世界2 （欧版） (En,Fr,De,Es)",超级马里奥世界2,
GBA#2742,"Super Mario Advance 2 - Super Mario World (USA, Australia)",超级马里奥世界2 （美版 澳洲版）,超级马里奥世界2,
GBA#2743,Super Mario Advance 2 - Super Mario World + Mario Brothers (Japan),超级马里奥A2 （日版）,超级马里奥A2,
GBA#2744,"Super Mario Advance 3 - Yoshi's Island (Europe) (En,Fr,De,Es,It)","超级马里奥3-耀奇岛 （欧版） (En,Fr,De,Es,It)",超级马里奥3-耀奇岛,
GBA#2745,"Super Mario Advance 3 - Yoshi's Island (Europe) (En,Fr,De,Es,It) (Wii U Virtual Console)","超级马里奥3-耀奇岛 （欧版） (En,Fr,De,Es,It) (Wii U Virtual Console)",超级马里奥3-耀奇岛,
GBA#2746,Super Mario Advance 3 - Yoshi's Island (USA),超级马里奥3-耀奇岛 （美版）,超级马里奥3-耀奇岛,
GBA#2747,Super Mario Advance 3 - Yoshi's Island (USA) (Wii U Virtual Console),超级马里奥3-耀奇岛 （美版） (Wii U Virtual Console),超级马里奥3-耀奇岛,
GBA#2748,Super Mario Advance 3 - Yoshi's Island + Mario Brothers (Japan),超级马里奥A （日版）,超级马里奥A,
GBA#2749,Super Mario Advance 4 - Super Mario 3 + Mario Brothers (Japan),超级马里奥GBA4 （日版）,超级马里奥GBA4,
GBA#2750,Super Mario Advance 4 - Super Mario 3 + Mario Brothers (Japan) (Rev 1),超级马里奥GBA4 （日版） （修正版 1）,超级马里奥GBA4,
GBA#2751,Super Mario Advance 4 - Super Mario 3 + Mario Brothers (Japan) (Rev 2),超级马里奥GBA4 （日版） （修正版 2）,超级马里奥GBA4,
GBA#2752,Super Mario Advance 4 - Super Mario 3 + Mario Brothers (Japan) (Rev 2) (Wii U Virtual Console),超级马里奥GBA4 （日版） （修正版 2） (Wii U Virtual Console),超级马里奥GBA4,
GBA#2753,"Super Mario Advance 4 - Super Mario Bros. 3 (Europe) (En,Fr,De,Es,It)","超级马里奥4 （欧版） (En,Fr,De,Es,It)",超级马里奥4,
GBA#2754,"Super Mario Advance 4 - Super Mario Bros. 3 (Europe) (En,Fr,De,Es,It) (Rev 1)","超级马里奥4 （欧版） (En,Fr,De,Es,It) （修正版 1）",超级马里奥4,
GBA#2755,"Super Mario Advance 4 - Super Mario Bros. 3 (Europe) (En,Fr,De,Es,It) (Rev 1) (Wii U Virtual Console)","超级马里奥4 （欧版） (En,Fr,De,Es,It) （修正版 1） (Wii U Virtual Console)",超级马里奥4,
GBA#2756,Super Mario Advance 4 - Super Mario Bros. 3 (USA),超级马里奥4 （美版）,超级马里奥4,
GBA#2757,Super Mario Advance 4 - Super Mario Bros. 3 (USA) (Rev 1) (Wii U Virtual Console),超级马里奥4 （美版） （修正版 1） (Wii U Virtual Console),超级马里奥4,
GBA#2758,"Super Mario Advance 4 - Super Mario Bros. 3 (USA, Australia) (Rev 1)",超级马里奥4 （美版 澳洲版） （修正版 1）,超级马里奥4,
GBA#2759,Super Mario Ball (Europe),马里奥弹珠台 （欧版）,马里奥弹珠台,
GBA#2760,Super Mario Ball (Japan),马里奥弹珠台 （日版）,马里奥弹珠台,
GBA#2761,Super Mario Ball (Japan) (Wii U Virtual Console),马里奥弹珠台 （日版） (Wii U Virtual Console),马里奥弹珠台,
GBA#2762,Super Mario Bros. (Japan) (Hot Mario Campaign),超级玛丽兄弟 （日版） (Hot Mario Campaign),超级玛丽兄弟,
GBA#2763,"Super Monkey Ball Jr. (Europe) (En,Fr,De,Es,It)","超级猴子球 （欧版） (En,Fr,De,Es,It)",超级猴子球,
GBA#2764,Super Monkey Ball Jr. (USA),超级猴子球 （美版）,超级猴子球,
GBA#2765,Super Puzzle Bobble Advance (Japan) (En),超级泡泡龙A （日版） (En),超级泡泡龙A,
GBA#2766,Super Puzzle Fighter II (Europe),超级街霸对战方块2 （欧版）,超级街霸对战方块2,
GBA#2767,Super Puzzle Fighter II (USA),超级街霸对战方块2 （美版）,超级街霸对战方块2,
GBA#2768,Super Puzzle Fighter II (USA) (Rev 1),超级街霸对战方块2 （美版） （修正版 1）,超级街霸对战方块2,
GBA#2769,Super Real Mahjong Dousoukai (Japan),超级真实麻将同学会 （日版）,超级真实麻将同学会,
GBA#2770,Super Robot Taisen - Original Generation (Europe),超级机器人大战OG （欧版）,超级机器人大战OG,
GBA#2771,Super Robot Taisen - Original Generation (Japan),超级机器人大战OG （日版）,超级机器人大战OG,
GBA#2772,Super Robot Taisen - Original Generation (USA),超级机器人大战OG （美版）,超级机器人大战OG,
GBA#2773,Super Robot Taisen - Original Generation 2 (Japan),超级机器人大战-原创世纪OG2 （日版）,超级机器人大战-原创世纪OG2,
GBA#2774,Super Robot Taisen - Original Generation 2 (USA),超级机器人大战-原创世纪OG2 （美版）,超级机器人大战-原创世纪OG2,
GBA#2775,Super Robot Taisen A (Japan),超级机器人大战A （日版）,超级机器人大战A,
GBA#2776,Super Robot Taisen D (Japan),超级机器人大战D （日版）,超级机器人大战D,
GBA#2777,Super Robot Taisen J (Japan),超级机器人大战J （日版）,超级机器人大战J,
GBA#2778,Super Robot Taisen R (Japan),超级机器人大战R （日版）,超级机器人大战R,
GBA#2779,Super Street Fighter II Turbo - Revival (Europe),超级街霸II-复苏 （欧版）,超级街霸II-复苏,
GBA#2780,Super Street Fighter II Turbo - Revival (Europe) (Rev 1),超级街霸II-复苏 （欧版） （修正版 1）,超级街霸II-复苏,
GBA#2781,Super Street Fighter II Turbo - Revival (Europe) (Rev 1) (Wii U Virtual Console),超级街霸II-复苏 （欧版） （修正版 1） (Wii U Virtual Console),超级街霸II-复苏,
GBA#2782,Super Street Fighter II Turbo - Revival (USA),超级街霸II-复苏 （美版）,超级街霸II-复苏,
GBA#2783,Super Street Fighter II Turbo - Revival (USA) (Wii U Virtual Console),超级街霸II-复苏 （美版） (Wii U Virtual Console),超级街霸II-复苏,
GBA#2784,Super Street Fighter II X - Revival (Japan),街霸II-X复苏 （日版）,街霸II-X复苏,
GBA#2785,"Superman - Countdown to Apokolips (Europe) (En,Fr,De,Es,It)","超人回到地球 （欧版） (En,Fr,De,Es,It)",超人回到地球,
GBA#2786,Superman - Countdown to Apokolips (USA),超人回到地球 （美版）,超人回到地球,
GBA#2787,"Superman Returns - Fortress of Solitude (USA, Europe) (En,Fr,De,Es,It)","超人归来 （美版 欧版） (En,Fr,De,Es,It)",超人归来,
GBA#2788,"Surf's Up (Europe) (En,Fr,De,Es,It)","冲浪季节 （欧版） (En,Fr,De,Es,It)",冲浪季节,
GBA#2789,"Surf's Up (Europe) (En,Fr,Es)","冲浪季节 （欧版） (En,Fr,Es)",冲浪季节,
GBA#2790,"Surf's Up (USA) (En,Fr,Es)","冲浪季节 （美版） (En,Fr,Es)",冲浪季节,
GBA#2791,Sutakomi - Star Communicator (Japan),星际通讯战 （日版）,星际通讯战,
GBA#2792,Sweet Cookie Pie (Japan),美味糕点 （日版）,美味糕点,
GBA#2793,Sword of Mana (Europe),新约圣剑传说 （欧版）,新约圣剑传说,
GBA#2794,"Sword of Mana (Europe) (Es,It)","新约圣剑传说 （欧版） (Es,It)",新约圣剑传说,
GBA#2795,"Sword of Mana (Europe) (Fr,De)","新约圣剑传说 （欧版） (Fr,De)",新约圣剑传说,
GBA#2796,"Sword of Mana (USA, Australia)",新约圣剑传说 （美版 澳洲版）,新约圣剑传说,
GBA#2797,Sylvanian Families - Fashion Designer ni Naritai! - Kurumi-risu no Onnanoko (Japan),希尔尼之家-成为流行设计家! （日版）,希尔尼之家-成为流行设计家!,
GBA#2798,Sylvanian Families - Yousei no Stick to Fushigi no Ki - Marron-inu no Onnanoko (Japan),妖精之杖-不可思议的大树 （日版）,妖精之杖-不可思议的大树,
GBA#2799,Sylvanian Families 4 - Meguru Kisetsu no Tapestry (Japan),森林之家4 （日版）,森林之家4,
GBA#2800,Tactics Ogre - The Knight of Lodis (USA),皇家骑士团外传 （美版）,皇家骑士团外传,
GBA#2801,Tactics Ogre Gaiden - The Knight of Lodis (Japan),皇家骑士团外传 （日版）,皇家骑士团外传,
GBA#2802,Taiketsu! Ultra Hero (Japan),激斗!英雄奥特曼 （日版）,激斗!英雄奥特曼,
GBA#2803,"Tak - The Great Juju Challenge (Europe) (En,Fr,De,Nl)","塔克-伟大的符咒挑战 （欧版） (En,Fr,De,Nl)",塔克-伟大的符咒挑战,
GBA#2804,"Tak - The Great Juju Challenge (USA, Europe)",塔克-伟大的符咒挑战 （美版 欧版）,塔克-伟大的符咒挑战,
GBA#2805,"Tak 2 - The Staff of Dreams (Europe) (En,Fr,De,Es,It)","塔克历险记2-梦想之杖 （欧版） (En,Fr,De,Es,It)",塔克历险记2-梦想之杖,
GBA#2806,Tak 2 - The Staff of Dreams (USA),塔克历险记2-梦想之杖 （美版）,塔克历险记2-梦想之杖,
GBA#2807,"Tak and the Power of Juju (Europe) (En,Fr,De)","塔克和符咒的神力 （欧版） (En,Fr,De)",塔克和符咒的神力,
GBA#2808,"Tak and the Power of Juju (Europe) (Es,It)","塔克和符咒的神力 （欧版） (Es,It)",塔克和符咒的神力,
GBA#2809,Tak and the Power of Juju (USA),塔克和符咒的神力 （美版）,塔克和符咒的神力,
GBA#2810,"Tales of Phantasia (Europe) (En,Fr,De,Es,It)","幻想传说 （欧版） (En,Fr,De,Es,It)",幻想传说,
GBA#2811,Tales of Phantasia (Japan),幻想传说 （日版）,幻想传说,
GBA#2812,"Tales of Phantasia (USA, Australia)",幻想传说 （美版 澳洲版）,幻想传说,
GBA#2813,Tales of the World - Narikiri Dungeon 2 (Japan),传说世界-换装迷宫2 （日版）,传说世界-换装迷宫2,
GBA#2814,Tales of the World - Narikiri Dungeon 3 (Japan),传说世界-换装迷宫3 （日版）,传说世界-换装迷宫3,
GBA#2815,Tales of the World - Summoner's Lineage (Japan),世界传说-召唤者之血统 （日版）,世界传说-召唤者之血统,
GBA#2816,Tanbi Musou - Meine Liebe (Japan),耽美梦想 （日版）,耽美梦想,
GBA#2817,"Tang Tang (Europe) (En,Fr,De,Es,It,Fi)","轰炸索罗门 （欧版） (En,Fr,De,Es,It,Fi)",轰炸索罗门,
GBA#2818,Tang Tang (USA),轰炸索罗门 （美版）,轰炸索罗门,
GBA#2819,Tantei Gakuen Q - Kyuukyoku Trick ni Idome! (Japan),侦探学院Q-名侦探就是你! （日版）,侦探学院Q-名侦探就是你!,
GBA#2820,Tantei Gakuen Q - Meitantei wa Kimi da! (Japan),侦探学院Q-名侦探就是你! （日版）,侦探学院Q-名侦探就是你!,
GBA#2821,Tantei Jinguuji Saburou - Shiroi Kage no Shoujo (Japan),侦探神宫寺三郎-白影少女 （日版）,侦探神宫寺三郎-白影少女,
GBA#2822,Tarzan - L'Appel de la Jungle (France),泰山重返丛林 （法国版）,泰山重返丛林,
GBA#2823,"Tarzan - Return to the Jungle (USA, Europe)",泰山重返丛林 （美版 欧版）,泰山重返丛林,
GBA#2824,Tarzan - Rueckkehr in den Dschungel (Germany),泰山重返丛林 （德国版）,泰山重返丛林,
GBA#2825,Taxi 3 (France),终极杀阵车3 （法国版）,终极杀阵车3,
GBA#2826,"Teen Titans (USA) (En,Fr)","少年泰坦战队 （美版） (En,Fr)",少年泰坦战队,
GBA#2827,"Teen Titans 2 (USA) (En,Fr)","少年悍将2-兄弟会的复仇 （美版） (En,Fr)",少年悍将2-兄弟会的复仇,
GBA#2828,"Teenage Mutant Ninja Turtles (Europe) (En,Fr,De,Es,It)","忍者神龟 （欧版） (En,Fr,De,Es,It)",忍者神龟,
GBA#2829,Teenage Mutant Ninja Turtles (USA),忍者神龟 （美版）,忍者神龟,
GBA#2830,"Teenage Mutant Ninja Turtles 2 - Battle Nexus (Europe) (En,Fr,De,Es,It)","忍者神龟2-并肩作战 （欧版） (En,Fr,De,Es,It)",忍者神龟2-并肩作战,
GBA#2831,Teenage Mutant Ninja Turtles 2 - Battle Nexus (USA),忍者神龟2-并肩作战 （美版）,忍者神龟2-并肩作战,
GBA#2832,"Teenage Mutant Ninja Turtles Double Pack (Europe) (En,Fr,De,Es,It)","2合1-忍者神龟+忍者神龟2 （欧版） (En,Fr,De,Es,It)",2合1-忍者神龟+忍者神龟2,
GBA#2833,"Teenage Mutant Ninja Turtles Double Pack (USA) (En,Fr,De,Es,It)","2合1-忍者神龟+忍者神龟2 （美版） (En,Fr,De,Es,It)",2合1-忍者神龟+忍者神龟2,
GBA#2834,Tekken Advance (Europe),铁拳 （欧版）,铁拳,
GBA#2835,Tekken Advance (Japan),铁拳 （日版）,铁拳,
GBA#2836,Tekken Advance (USA),铁拳 （美版）,铁拳,
GBA#2837,Ten Pin Alley 2 (USA),大满贯保龄球 （美版）,大满贯保龄球,
GBA#2838,"Tennis Masters Series 2003 (Europe) (En,Fr,De,Es,It,Pt)","网球征服系列2003 （欧版） (En,Fr,De,Es,It,Pt)",网球征服系列2003,
GBA#2839,Tennis no Ouji-sama - Aim at the Victory! (Japan),网球王子-志在胜利! （日版）,网球王子-志在胜利!,
GBA#2840,Tennis no Ouji-sama - Genius Boys Academy (Japan),网球王子 （日版）,网球王子,
GBA#2841,Tennis no Ouji-sama 2003 - Cool Blue (Japan),网球王子2003-冰蓝版 （日版）,网球王子2003-冰蓝版,
GBA#2842,Tennis no Ouji-sama 2003 - Passion Red (Japan),网球王子2003-火红版 （日版）,网球王子2003-火红版,
GBA#2843,Tennis no Ouji-sama 2004 - Glorious Gold (Japan),网球王子-光荣之金 （日版）,网球王子-光荣之金,
GBA#2844,Tennis no Ouji-sama 2004 - Stylish Silver (Japan),网球王子-时尚之银 （日版）,网球王子-时尚之银,
GBA#2845,"Terminator 3 - Rise of the Machines (Europe) (En,Fr,De,Es,It)","终结者3机器的崛起 （欧版） (En,Fr,De,Es,It)",终结者3机器的崛起,
GBA#2846,Terminator 3 - Rise of the Machines (USA),终结者3机器的崛起 （美版）,终结者3机器的崛起,
GBA#2847,"Tetris Worlds (Europe) (En,Es,It)","俄罗斯方块 （欧版） (En,Es,It)",俄罗斯方块,
GBA#2848,"Tetris Worlds (Europe) (En,Fr,De,Nl)","俄罗斯方块 （欧版） (En,Fr,De,Nl)",俄罗斯方块,
GBA#2849,Tetris Worlds (Japan),俄罗斯方块 （日版）,俄罗斯方块,
GBA#2850,Tetris Worlds (Japan) (Rev 1),俄罗斯方块 （日版） （修正版 1）,俄罗斯方块,
GBA#2851,Tetris Worlds (USA),俄罗斯方块 （美版）,俄罗斯方块,
GBA#2852,Texas Hold 'em Poker (Europe) (Rev 1),德克萨斯扑克牌 （欧版） （修正版 1）,德克萨斯扑克牌,
GBA#2853,"Texas Hold 'em Poker (USA, Europe)",德克萨斯扑克牌 （美版 欧版）,德克萨斯扑克牌,
GBA#2854,TG Rally (Europe),TG顶级拉力赛车 （欧版）,TG顶级拉力赛车,
GBA#2855,That's So Raven (USA),如此瑞文 （美版）,如此瑞文,
GBA#2856,"That's So Raven 2 - Supernatural Style (USA) (En,Fr)","如此瑞文2 （美版） (En,Fr)",如此瑞文2,
GBA#2857,"Three Stooges, The (USA)",三个帮手 （美版）,三个帮手,
GBA#2858,Three-in-One Pack - Connect Four + Perfection + Trouble (USA),新游戏3合1-四连环 （美版）,新游戏3合1-四连环,
GBA#2859,Three-in-One Pack - Risk + Battleship + Clue (USA),新游戏3合1-风险.战舰.线索 （美版）,新游戏3合1-风险.战舰.线索,
GBA#2860,Three-in-One Pack - Risk + Battleship + Clue (USA) (Rev 1),新游戏3合1-风险.战舰.线索 （美版） （修正版 1）,新游戏3合1-风险.战舰.线索,
GBA#2861,Three-in-One Pack - Sorry! + Aggravation + Scrabble Junior (USA),新游戏3合1-可怜虫 （美版）,新游戏3合1-可怜虫,
GBA#2862,Thunder Alley (USA),雷霆越野车 （美版）,雷霆越野车,
GBA#2863,"Thunderbirds (USA, Europe)",雷鸟 （美版 欧版）,雷鸟,
GBA#2864,Thunderbirds - International Rescue (Europe),雷鸟-国际救援组织 （欧版）,雷鸟-国际救援组织,
GBA#2865,"Tiger Woods PGA Tour 2004 (USA, Europe)",老虎伍兹职业高尔夫2004PGA巡回赛 （美版 欧版）,老虎伍兹职业高尔夫2004PGA巡回赛,
GBA#2866,"Tiger Woods PGA Tour Golf (Europe) (En,Fr,De,Es,It)","老虎伍兹高尔夫 （欧版） (En,Fr,De,Es,It)",老虎伍兹高尔夫,
GBA#2867,"Tiger Woods PGA Tour Golf (USA, Europe)",老虎伍兹高尔夫 （美版 欧版）,老虎伍兹高尔夫,
GBA#2868,Tim Burton's The Nightmare Before Christmas - The Pumpkin King (Japan),圣诞惊魂夜 （日版）,圣诞惊魂夜,
GBA#2869,"Tim Burton's The Nightmare Before Christmas - The Pumpkin King (USA, Europe) (En,Fr,De,Es,It)","圣诞惊魂夜 （美版 欧版） (En,Fr,De,Es,It)",圣诞惊魂夜,
GBA#2870,"Tiny Chao Garden (USA) (En,Ja,Fr,De,Es) (Sonic Adventure DX - Director’s Cut)","小的朝阳花园 （美版） (En,Ja,Fr,De,Es) (Sonic Adventure DX - Director’s Cut)",小的朝阳花园,
GBA#2871,Tiny Chao Garden (USA) (Ja) (Phantasy Star Online Episode I & II),小的朝阳花园 （美版） (Ja) (Phantasy Star Online Episode I & II),小的朝阳花园,
GBA#2872,"Tiny Toon Adventures - Buster's Bad Dream (Europe) (En,Fr,De,Es,It)","宾尼兔大冒险-糟糕的梦 （欧版） (En,Fr,De,Es,It)",宾尼兔大冒险-糟糕的梦,
GBA#2873,Tiny Toon Adventures - Scary Dreams (USA),乐尼通大冒险 （美版）,乐尼通大冒险,
GBA#2874,"Tiny Toon Adventures - Wacky Stackers (Europe) (En,Fr,De,Es,It)","宾尼兔冒险-古怪蛋方块 （欧版） (En,Fr,De,Es,It)",宾尼兔冒险-古怪蛋方块,
GBA#2875,Tiny Toon Adventures - Wacky Stackers (USA),宾尼兔冒险-古怪蛋方块 （美版）,宾尼兔冒险-古怪蛋方块,
GBA#2876,Tir et But - Edition Champions du Monde (France),指令足球 （法国版）,指令足球,
GBA#2877,Titeuf - Mega Compet (France),坏小子-迪德夫 （法国版）,坏小子-迪德夫,
GBA#2878,Titeuf - Ze Gag Machine (France),坏小子 （法国版）,坏小子,
GBA#2879,Titi et les Bijoux Magiques (France),托蒂的欢乐派对之不可思议的宝石 （法国版）,托蒂的欢乐派对之不可思议的宝石,
GBA#2880,"TMNT (USA) (En,Fr,Es)","忍者神龟 （美版） (En,Fr,Es)",忍者神龟,
GBA#2881,"TMNT - Teenage Mutant Ninja Turtles (Europe) (En,Fr,De,Es,It)","忍者神龟 （欧版） (En,Fr,De,Es,It)",忍者神龟,
GBA#2882,TOCA World Touring Cars (Europe),托卡世界环游赛车 （欧版）,托卡世界环游赛车,
GBA#2883,Tokimeki Yume Series 1 - Ohanaya-san ni Narou! (Japan),心跳系列-经营花店 （日版）,心跳系列-经营花店,
GBA#2884,Tokyo Majin Gakuen - Fuju Houroku (Japan),东京魔人学院-符咒封禄 （日版）,东京魔人学院-符咒封禄,
GBA#2885,"Tokyo Xtreme Racer Advance (Europe) (En,Fr,De,Es,It)","东京极限竞速车 （欧版） (En,Fr,De,Es,It)",东京极限竞速车,
GBA#2886,Tokyo Xtreme Racer Advance (USA),东京极限竞速车 （美版）,东京极限竞速车,
GBA#2887,"Tom and Jerry - The Magic Ring (Europe) (En,Fr,De,Es,It)","汤姆和杰瑞-魔法铃铛 （欧版） (En,Fr,De,Es,It)",汤姆和杰瑞-魔法铃铛,
GBA#2888,"Tom and Jerry - The Magic Ring (USA) (En,Fr,De,Es,It)","汤姆和杰瑞-魔法铃铛 （美版） (En,Fr,De,Es,It)",汤姆和杰瑞-魔法铃铛,
GBA#2889,"Tom and Jerry in Infurnal Escape (Europe) (En,Fr,De,Es,It)","汤姆和杰利-逃出地狱 （欧版） (En,Fr,De,Es,It)",汤姆和杰利-逃出地狱,
GBA#2890,Tom and Jerry in Infurnal Escape (USA),汤姆和杰利-逃出地狱 （美版）,汤姆和杰利-逃出地狱,
GBA#2891,"Tom and Jerry Tales (Europe) (En,Fr,De,Es,It)","汤姆和杰瑞 （欧版） (En,Fr,De,Es,It)",汤姆和杰瑞,
GBA#2892,"Tom and Jerry Tales (USA) (En,Fr,Es)","汤姆和杰瑞 （美版） (En,Fr,Es)",汤姆和杰瑞,
GBA#2893,"Tom Clancy's Rainbow Six - Rogue Spear (Europe) (En,Fr,De,Es,It)","彩虹6号 （欧版） (En,Fr,De,Es,It)",彩虹6号,
GBA#2894,"Tom Clancy's Rainbow Six - Rogue Spear (USA) (En,Fr,De,Es,It)","彩虹6号 （美版） (En,Fr,De,Es,It)",彩虹6号,
GBA#2895,"Tom Clancy's Splinter Cell (Europe) (En,Fr,De,Es,It,Nl)","分裂细胞 （欧版） (En,Fr,De,Es,It,Nl)",分裂细胞,
