编号,游戏名称,中文名,中文名_clean,GBA.ZH
GBA#1366,Inuyasha - Naraku no Wana! Mayoi no Mori no Shoutaijou (Japan),犬夜叉-奈落之圈套迷幻森林之请帖 （日版）,犬夜叉-奈落之圈套迷幻森林之请帖,
GBA#1367,Invader (Europe),侵略者 （欧版）,侵略者,
GBA#1368,"Invincible Iron Man, The (USA, Europe)",无敌钢铁超人 （美版 欧版）,无敌钢铁超人,
GBA#1369,iQue Reader (China),神游阅读器 （中国版）,神游阅读器,
GBA#1370,iQue Video & Audio (China),神游播放器 （中国版）,神游播放器,
GBA#1371,"Iridion 3D (USA, Europe)",伊登战机 （美版 欧版）,伊登战机,
GBA#1372,"Iridion II (Europe) (En,Fr,De)","伊登战机II （欧版） (En,Fr,De)",伊登战机II,
GBA#1373,Iridion II (USA),伊登战机II （美版）,伊登战机II,
GBA#1374,Iron Kid (Korea),钢铁小子 (Korea),钢铁小子,
GBA#1375,"Island Xtreme Stunts (USA, Europe) (En,Fr,De,Es,It,Nl,Sv,Da)","乐高积木岛极限特技赛车 （美版 欧版） (En,Fr,De,Es,It,Nl,Sv,Da)",乐高积木岛极限特技赛车,
GBA#1376,Isseki Hatchou - Kore 1ppon de 8shurui! (Japan),一石八鸟! （日版）,一石八鸟!,
GBA#1377,"It's Mr. Pants (USA, Europe)",内裤先生 （美版 欧版）,内裤先生,
GBA#1378,J.League Pocket (Japan),J联盟足球口袋版 （日版）,J联盟足球口袋版,
GBA#1379,J.League Pocket (Japan) (Rev 1),J联盟足球口袋版 （日版） （修正版 1）,J联盟足球口袋版,
GBA#1380,J.League Pocket 2 (Japan),J联盟足球口袋版2 （日版）,J联盟足球口袋版2,
GBA#1381,J.League Pro Soccer Club o Tsukurou! Advance (Japan),J联盟足球职业创造球会 （日版）,J联盟足球职业创造球会,J联盟职业创造球会
GBA#1382,J.League Winning Eleven Advance 2002 (Japan),J-联盟足球胜利11人2002 （日版）,J-联盟足球胜利11人2002,
GBA#1383,"Jackie Chan Adventures - Legend of the Dark Hand (USA, Europe)",成龙冒险-黑手党传说 （美版 欧版）,成龙冒险-黑手党传说,
GBA#1384,Jajamaru Jr. Denshouki - Jalecolle mo Arisourou (Japan),茶茶丸Jr.传承记 （日版）,茶茶丸Jr.传承记,
GBA#1385,"James Pond - Codename Robocod (Europe) (En,Fr,De,Es,It,Nl,Pt)","詹姆斯庞德-代号Robocod （欧版） (En,Fr,De,Es,It,Nl,Pt)",詹姆斯庞德-代号Robocod,
GBA#1386,"James Pond - Codename Robocod (USA) (En,Fr,Es,Pt)","詹姆斯庞德-代号Robocod （美版） (En,Fr,Es,Pt)",詹姆斯庞德-代号Robocod,
GBA#1387,"Jazz Jackrabbit (USA, Europe)",吵闹的长耳大野兔 （美版 欧版）,吵闹的长耳大野兔,
GBA#1388,Jet Grind Radio (USA),喷射小子-街头涂鸦 （美版）,喷射小子-街头涂鸦,
GBA#1389,Jet Set Radio (Europe),喷射小子-街头涂鸦 （欧版）,喷射小子-街头涂鸦,
GBA#1390,JGTO Kounin Golf Master - Japan Golf Tour Game (Japan),高尔夫大师 （日版）,高尔夫大师,
GBA#1391,JGTO Kounin Golf Master Mobile - Japan Golf Tour Game (Japan),高尔夫达人 （日版）,高尔夫达人,
GBA#1392,Jikkyou World Soccer Pocket (Japan),实况世界足球口袋版 （日版）,实况世界足球口袋版,
GBA#1393,Jikkyou World Soccer Pocket 2 (Japan),实况世界足球口袋版2 （日版）,实况世界足球口袋版2,
GBA#1394,"Jimmy Neutron Boy Genius (Europe) (En,Fr,De,Es)","天才男孩-吉米 （欧版） (En,Fr,De,Es)",天才男孩-吉米,
GBA#1395,Jimmy Neutron Boy Genius (USA),天才男孩-吉米 （美版）,天才男孩-吉米,
GBA#1396,Jimmy Neutron un Garcon Genial - L'Attaque des Twonkies (France),天才小子吉米 （法国版）,天才小子吉米,
GBA#1397,Jimmy Neutron vs. Jimmy Negatron (Germany) (Beta),天才男孩吉米中子VS吉米负电子 （德国版） （测试版）,天才男孩吉米中子VS吉米负电子,
GBA#1398,Jinsei Game Advance (Japan),人生游戏 （日版）,人生游戏,
GBA#1399,Jissen Pachi-Slot Hisshouhou! - Juuou Advance (Japan),实战柏青嫂必胜法-兽王A （日版）,实战柏青嫂必胜法-兽王A,
GBA#1400,Jisu F-Zero Weilai Saiche (China),神游极速零式未来赛车 （中国版）,神游极速零式未来赛车,F-ZERO 未来赛车.gba
GBA#1401,"Jonny Moseley Mad Trix (USA, Europe) (En,Fr,De,Es,It)","强尼·摩斯立之疯狂滑雪 （美版 欧版） (En,Fr,De,Es,It)",强尼·摩斯立之疯狂滑雪,
GBA#1402,"Juka and the Monophonic Menace (Europe) (En,Fr,De,Es,It)","丘卡和单声的危机 （欧版） (En,Fr,De,Es,It)",丘卡和单声的危机,
GBA#1403,"Juka and the Monophonic Menace (USA) (En,Fr,Es)","丘卡和单声的危机 （美版） (En,Fr,Es)",丘卡和单声的危机,
GBA#1404,"Jungle Book 2, The (Europe) (En,Fr,De,Es,It,Nl)","迪斯尼-丛林之书2 （欧版） (En,Fr,De,Es,It,Nl)",迪斯尼-丛林之书2,
GBA#1405,"Jungle Book, The (USA) (En,Fr,De,Es,It,Nl)","丛林之书 （美版） (En,Fr,De,Es,It,Nl)",丛林之书,
GBA#1406,Jurassic Park III - Advanced Action (Japan),侏罗纪公园3高级行动-岛屿的进攻 （日版）,侏罗纪公园3高级行动-岛屿的进攻,
GBA#1407,"Jurassic Park III - Dino Attack (Europe) (En,Fr,De,Es,It)","侏罗纪公园3-岛屿的进攻 （欧版） (En,Fr,De,Es,It)",侏罗纪公园3-岛屿的进攻,
GBA#1408,Jurassic Park III - Island Attack (USA),侏罗纪公园3高级行动-岛屿的进攻 （美版）,侏罗纪公园3高级行动-岛屿的进攻,
GBA#1409,Jurassic Park III - Kyouryuu ni Ainiikou! (Japan),侏罗纪公园3-公园建设者 （日版）,侏罗纪公园3-公园建设者,
GBA#1410,"Jurassic Park III - Park Builder (Europe) (En,Fr,De,Es,It)","侏罗纪公园3-公园建设者 （欧版） (En,Fr,De,Es,It)",侏罗纪公园3-公园建设者,
GBA#1411,Jurassic Park III - Park Builder (USA),侏罗纪公园3-公园建设者 （美版）,侏罗纪公园3-公园建设者,
GBA#1412,"Jurassic Park III - The DNA Factor (Europe) (En,Fr,De,Es,It)","侏罗纪公园3-DNA基因 （欧版） (En,Fr,De,Es,It)",侏罗纪公园3-DNA基因,
GBA#1413,Jurassic Park III - The DNA Factor (USA),侏罗纪公园3-DNA基因 （美版）,侏罗纪公园3-DNA基因,
GBA#1414,Jurassic Park III - Ushinawareta Idenshi (Japan),侏罗纪公园3-DNA基因 （日版）,侏罗纪公园3-DNA基因,
GBA#1415,Jurassic Park Institute Tour - Dinosaur Rescue (Japan),侏罗纪公园创立旅行 （日版）,侏罗纪公园创立旅行,
GBA#1416,Justice League - Chronicles (USA),正义联盟历代记 （美版）,正义联盟历代记,
GBA#1417,"Justice League - Injustice for All (Europe) (En,Fr,De,Es,It)","超人正义联盟 （欧版） (En,Fr,De,Es,It)",超人正义联盟,
GBA#1418,Justice League - Injustice for All (USA),超人正义联盟 （美版）,超人正义联盟,
GBA#1419,Justice League - Injustice for All (USA) (Beta),超人正义联盟 （美版） （测试版）,超人正义联盟,
GBA#1420,"Justice League Heroes - The Flash (Europe) (En,Fr,De,Es,It)","正义联盟英雄-闪光 （欧版） (En,Fr,De,Es,It)",正义联盟英雄-闪光,
GBA#1421,Justice League Heroes - The Flash (USA),正义联盟英雄-闪光 （美版）,正义联盟英雄-闪光,
GBA#1422,K-1 Pocket Grand Prix (Japan),K-1口袋格斗大奖赛 （日版）,K-1口袋格斗大奖赛,
GBA#1423,K-1 Pocket Grand Prix 2 (Japan),K-1口袋格斗大奖赛2 （日版）,K-1口袋格斗大奖赛2,
GBA#1424,Kaeru B Back (Japan),青蛙回家 （日版）,青蛙回家,
GBA#1425,Kaiketsu Zorori to Mahou no Yuuenchi - Ohimesama o Sukue! (Japan),恶作剧王大闹魔法游乐园 （日版）,恶作剧王大闹魔法游乐园,
GBA#1426,Kaisertal - Fight the Necronis War (Europe) (Demo),凯瑟战机 （欧版） （演示版）,凯瑟战机,
GBA#1427,Kamaitachi no Yoru Advance (Japan),恐怖惊魂夜 （日版）,恐怖惊魂夜,
GBA#1428,Kami no Kijutsu - Illusion of the Evil Eyes (Japan),神之记述-邪恶之眼的幻影 （日版）,神之记述-邪恶之眼的幻影,
GBA#1429,"Kao the Kangaroo (Europe) (En,Fr,De,Es,It,Nl)","小小袋鼠闯天关 （欧版） (En,Fr,De,Es,It,Nl)",小小袋鼠闯天关,
GBA#1430,"Kao the Kangaroo (USA) (En,Fr,De,Es,It,Nl)","小小袋鼠闯天关 （美版） (En,Fr,De,Es,It,Nl)",小小袋鼠闯天关,
GBA#1431,Kappa no Kai-kata - Kaatan Daibouken! (Japan),河童饲育方法-卡堂大冒险 （日版）,河童饲育方法-卡堂大冒险,
GBA#1432,"Karnaaj Rally (USA, Europe)",战斗赛车 （美版 欧版）,战斗赛车,
GBA#1433,Kawa no Nushi Tsuri 3 & 4 (Japan),河川垂钓3&4 （日版）,河川垂钓3&4,
GBA#1434,Kawa no Nushi Tsuri 5 - Fushigi no Mori kara (Japan),川钓太郎5 （日版）,川钓太郎5,
GBA#1435,Kawaii Koinu Wonderful (Japan),可爱小狗 （日版）,可爱小狗,
GBA#1436,Kawaii Pet Game Gallery (Japan),可爱小狗游戏合集 （日版）,可爱小狗游戏合集,
GBA#1437,Kawaii Pet Game Gallery 2 (Japan),可爱宠物系列-游戏集锦2 （日版）,可爱宠物系列-游戏集锦2,
GBA#1438,Kawaii Pet Shop Monogatari 3 (Japan),卡哇伊宠物商店物语3 （日版）,卡哇伊宠物商店物语3,
GBA#1439,Kaze no Klonoa - Yumemiru Teikoku (Japan),风之克罗帝亚-梦见帝国 （日版）,风之克罗帝亚-梦见帝国,
GBA#1440,Kaze no Klonoa G2 - Dream Champ Tournament (Japan),风之克罗帝亚2 （日版）,风之克罗帝亚2,
GBA#1441,Keitai Denjuu Telefang 2 - Power (Japan),携带电兽2-力量版 （日版）,携带电兽2-力量版,
GBA#1442,Keitai Denjuu Telefang 2 - Speed (Japan),携带电兽2-速度版 （日版）,携带电兽2-速度版,
GBA#1443,"Kelly Slater's Pro Surfer (USA, Europe)",凯利·史雷特职业冲浪 （美版 欧版）,凯利·史雷特职业冲浪,
GBA#1444,Keroro Gunsou - Taiketsu! Gekisou Keronprix Daisakusen de Arimasu!! (Japan),库洛洛军曹对决-激走车青蛙大作战!! （日版）,库洛洛军曹对决-激走车青蛙大作战!!,
GBA#1445,"Kessaku Sen! - Ganbare Goemon 1, 2 - Yuki Hime to Magginesu (Japan)",杰作选加油伍佑卫门1+2 （日版）,杰作选加油伍佑卫门1+2,
GBA#1446,"Kid Paddle (Europe) (Fr,Nl)","船桨男孩 （欧版） (Fr,Nl)",船桨男孩,
GBA#1447,Kid's Cards (USA),儿童扑克 （美版）,儿童扑克,
GBA#1448,Kidou Gekidan Haro Ichiza - Haro no Puyo Puyo (Japan),哈罗之咕噜咕噜砖块 （日版）,哈罗之咕噜咕噜砖块,
GBA#1449,Kidou Senshi Gundam - Seed Destiny (Japan),机动战士高达SEED DESTINY （日版）,机动战士高达SEED DESTINY,
GBA#1450,Kidou Senshi Gundam Seed - Tomo to Kimi to Koko de. (Japan),机动战士高达SEED-友情篇 （日版）,机动战士高达SEED-友情篇,
GBA#1451,Kidou Tenshi Angelic Layer - Misaki to Yume no Tenshi-tachi (Japan),机动天使领域 （日版）,机动天使领域,
GBA#1452,Kien (USA) (Proto),基恩 （美版） （工程版）,基恩,
GBA#1453,Kikaika Guntai - Mech Platoon (Japan),机械化军队 （日版）,机械化军队,
GBA#1454,Kiki Kaikai Advance (Japan),奇奇怪界 （日版）,奇奇怪界,
GBA#1455,"Kill Switch (Europe) (En,Fr,De,Es,It)","战地杀机-屠戮开关 （欧版） (En,Fr,De,Es,It)",战地杀机-屠戮开关,
GBA#1456,Kill Switch (USA),战地杀机-屠戮开关 （美版）,战地杀机-屠戮开关,
GBA#1457,"Killer 3D Pool (Europe) (En,Fr,De,Es,It)","三维台球杀手 （欧版） (En,Fr,De,Es,It)",三维台球杀手,
GBA#1458,Killer 3D Pool (USA),三维台球杀手 （美版）,三维台球杀手,
GBA#1459,"Kim Possible (Europe) (En,Fr,De,Es)","迪斯尼之麻辣女孩1 （欧版） (En,Fr,De,Es)",迪斯尼之麻辣女孩1,
GBA#1460,"Kim Possible (Europe) (En,Fr,De,Es) (Rev 1)","迪斯尼之麻辣女孩1 （欧版） (En,Fr,De,Es) （修正版 1）",迪斯尼之麻辣女孩1,
GBA#1461,Kim Possible (Japan),迪斯尼之麻辣女孩1 （日版）,迪斯尼之麻辣女孩1,
GBA#1462,Kim Possible - Revenge of Monkey Fist (USA),迪斯尼之麻辣女孩1 （美版）,迪斯尼之麻辣女孩1,
GBA#1463,"Kim Possible 2 - Drakken's Demise (Europe) (En,Fr,De,Es)","迪斯尼之麻辣女孩2 （欧版） (En,Fr,De,Es)",迪斯尼之麻辣女孩2,
GBA#1464,"Kim Possible 2 - Drakken's Demise (USA) (En,Fr)","迪斯尼之麻辣女孩2 （美版） (En,Fr)",迪斯尼之麻辣女孩2,
GBA#1465,"Kim Possible 3 - Team Possible (USA) (En,Fr)","迪斯尼之麻辣女孩3 （美版） (En,Fr)",迪斯尼之麻辣女孩3,
GBA#1466,"King Kong - The Official Game of the Movie (Europe) (En,Fr,De,Es,It,Nl)","金刚 （欧版） (En,Fr,De,Es,It,Nl)",金刚,
GBA#1467,"King Kong - The Official Game of the Movie (Europe) (En,Sv,No,Da,Fi)","金刚 （欧版） (En,Sv,No,Da,Fi)",金刚,
GBA#1468,"King of Fighters EX 2, The - Howling Blood (Europe)",格斗之王EX2-嚎叫的血液 （欧版）,格斗之王EX2-嚎叫的血液,
GBA#1469,"King of Fighters EX 2, The - Howling Blood (Japan) (Rev 1)",格斗之王EX2-嚎叫的血液 （日版） （修正版 1）,格斗之王EX2-嚎叫的血液,
GBA#1470,"King of Fighters EX 2, The - Howling Blood (USA)",格斗之王EX2-嚎叫的血液 （美版）,格斗之王EX2-嚎叫的血液,
GBA#1471,"King of Fighters EX, The - NeoBlood (Europe)",拳皇EX （欧版）,拳皇EX,
GBA#1472,"King of Fighters EX, The - NeoBlood (Japan)",拳皇EX （日版）,拳皇EX,
GBA#1473,"King of Fighters EX, The - NeoBlood (Japan) (Beta)",拳皇EX （日版） （测试版）,拳皇EX,
GBA#1474,"King of Fighters EX, The - NeoBlood (USA)",拳皇EX （美版）,拳皇EX,
GBA#1475,"King of Fighters EX, The - NeoBlood (USA) (Rev 1)",拳皇EX （美版） （修正版 1）,拳皇EX,
GBA#1476,"Kingdom Hearts - Chain of Memories (Europe) (En,Fr,De,Es,It)","王国之心-记忆之链 （欧版） (En,Fr,De,Es,It)",王国之心-记忆之链,
GBA#1477,Kingdom Hearts - Chain of Memories (Japan),王国之心-记忆之链 （日版）,王国之心-记忆之链,
GBA#1478,Kingdom Hearts - Chain of Memories (USA),王国之心-记忆之链 （美版）,王国之心-记忆之链,
GBA#1479,Kinniku Banzuke - Kimero! Kiseki no Kanzen Seiha (Japan),筋番付肉 （日版）,筋番付肉,
GBA#1480,Kinniku Banzuke - Kongou-kun no Daibouken! (Japan),筋番付肉-金刚君的大冒险 （日版）,筋番付肉-金刚君的大冒险,
GBA#1481,Kinnikuman II-Sei - Seigi Choujin e no Michi (Japan),筋肉人Ⅱ世-正义超人之道 （日版）,筋肉人Ⅱ世-正义超人之道,
GBA#1482,"Kirby & The Amazing Mirror (Europe) (En,Fr,De,Es,It)","星之卡比-镜之谜宫 （欧版） (En,Fr,De,Es,It)",星之卡比-镜之谜宫,
GBA#1483,Kirby & The Amazing Mirror (USA),星之卡比-镜之谜宫 （美版）,星之卡比-镜之谜宫,
GBA#1484,Kirby & The Amazing Mirror (USA) (Wii U Virtual Console),星之卡比-镜之谜宫 （美版） (Wii U Virtual Console),星之卡比-镜之谜宫,
GBA#1485,"Kirby - Nightmare in Dream Land (Europe) (En,Fr,De,Es,It)","星之卡比-可怕的梦境 （欧版） (En,Fr,De,Es,It)",星之卡比-可怕的梦境,
GBA#1486,Kirby - Nightmare in Dream Land (USA),星之卡比-可怕的梦境 （美版）,星之卡比-可怕的梦境,
GBA#1487,Kirby - Nightmare in Dream Land (USA) (Wii U Virtual Console),星之卡比-可怕的梦境 （美版） (Wii U Virtual Console),星之卡比-可怕的梦境,
GBA#1488,Kisekko Gurumii - Chesty to Nuigurumi-tachi no Mahou no Bouken (Japan),魔法之冒险 （日版）,魔法之冒险,
GBA#1489,Kiss x Kiss - Seirei Gakuen (Japan),星铃学院 （日版）,星铃学院,
GBA#1490,Kiwame Mahjong Deluxe - Mirai Senshi 21 (Japan),究级麻将-未来战士21杯 （日版）,究级麻将-未来战士21杯,
GBA#1491,Klonoa - Empire of Dreams (Europe),风之克罗帝亚-梦见帝国 （欧版）,风之克罗帝亚-梦见帝国,
GBA#1492,Klonoa - Empire of Dreams (USA),风之克罗帝亚-梦见帝国 （美版）,风之克罗帝亚-梦见帝国,
GBA#1493,Klonoa 2 - Dream Champ Tournament (USA),风之克罗帝亚2梦之选手巡回赛 （美版）,风之克罗帝亚2梦之选手巡回赛,
GBA#1494,Klonoa 2 - Dream Champ Tournament (USA) (Wii U Virtual Console),风之克罗帝亚2梦之选手巡回赛 （美版） (Wii U Virtual Console),风之克罗帝亚2梦之选手巡回赛,
GBA#1495,Klonoa Heroes - Densetsu no Star Medal (Japan),克罗帝亚英雄们-传说的星之徽章 （日版）,克罗帝亚英雄们-传说的星之徽章,
GBA#1496,"Knights' Kingdom (Europe) (En,De)","乐高骑士帝国 （欧版） (En,De)",乐高骑士帝国,
GBA#1497,Knights' Kingdom (USA),乐高骑士帝国 （美版）,乐高骑士帝国,
GBA#1498,"Koala Brothers - Outback Adventures (Europe) (En,Fr,De,Es,It,Nl,Pt,Da)","考拉兄弟-内陆冒险 （欧版） (En,Fr,De,Es,It,Nl,Pt,Da)",考拉兄弟-内陆冒险,
GBA#1499,"Koala Brothers - Outback Adventures (USA) (En,Fr,De,Es,It,Nl,Pt,Da)","考拉兄弟-内陆冒险 （美版） (En,Fr,De,Es,It,Nl,Pt,Da)",考拉兄弟-内陆冒险,
GBA#1500,Koinu to Issho - Aijou Monogatari (Japan),爱情物语可爱的宠物小狗 （日版）,爱情物语可爱的宠物小狗,
GBA#1501,Koinu to Issho 2 (Japan),可爱小狗2 （日版）,可爱小狗2,
GBA#1502,Koinu-chan no Hajimete no Osanpo - Koinu no Kokoro Ikusei Game (Japan),可爱小狗养育计划 （日版）,可爱小狗养育计划,
GBA#1503,Konami Arcade Game Collection (Japan),科拿米精品游戏合集6合一 （日版）,科拿米精品游戏合集6合一,
GBA#1504,Konami Collector's Series - Arcade Advanced (USA),科拿米精品游戏合集6合一 （美版）,科拿米精品游戏合集6合一,
GBA#1505,"Konami Collector's Series - Arcade Classics (Europe) (En,Fr,De,Es,It)","科拿米精品游戏合集6合一 （欧版） (En,Fr,De,Es,It)",科拿米精品游戏合集6合一,
GBA#1506,Konami Krazy Racers (Europe),科纳米疯狂赛车手 （欧版）,科纳米疯狂赛车手,
GBA#1507,Konami Krazy Racers (USA),科纳米疯狂赛车手 （美版）,科纳米疯狂赛车手,
GBA#1508,Konami Krazy Racers (USA) (Beta),科纳米疯狂赛车手 （美版） （测试版）,科纳米疯狂赛车手,
GBA#1509,Konami Wai Wai Racing Advance (Japan),科纳米哇哇赛车 （日版）,科纳米哇哇赛车,
GBA#1510,Konchuu Monster - Battle Master (Japan),昆虫怪兽-战斗大师 （日版）,昆虫怪兽-战斗大师,
GBA#1511,Konchuu Monster - Battle Stadium (Japan),昆虫怪兽-战斗竞技场 （日版）,昆虫怪兽-战斗竞技场,
GBA#1512,Konchuu no Mori no Daibouken - Fushigi na Sekai no Juunin-tachi (Japan),昆虫之森大冒险 （日版）,昆虫之森大冒险,
GBA#1513,Kong - King of Atlantis (Europe),亚特兰帝斯的金刚 （欧版）,亚特兰帝斯的金刚,
GBA#1514,Kong - King of Atlantis (USA),亚特兰帝斯的金刚 （美版）,亚特兰帝斯的金刚,
GBA#1515,"Kong - The 8th Wonder of the World (USA) (En,Fr,Es)","金刚 （美版） (En,Fr,Es)",金刚,
GBA#1516,"Kong - The Animated Series (Europe) (En,Fr,De,Es,It,Nl)","金刚之旅 （欧版） (En,Fr,De,Es,It,Nl)",金刚之旅,
GBA#1517,"Kong - The Animated Series (USA) (En,Fr,De,Es,It,Nl)","金刚之旅 （美版） (En,Fr,De,Es,It,Nl)",金刚之旅,
GBA#1518,Konjiki no Gashbell!! - Makai no Bookmark (Japan),金色卡修-魔界的书签 （日版）,金色卡修-魔界的书签,
GBA#1519,Konjiki no Gashbell!! - Unare! Yuujou no Zakeru (Japan),魔界小金毛-共鸣友情的电击 （日版）,魔界小金毛-共鸣友情的电击,
GBA#1520,Konjiki no Gashbell!! - Unare! Yuujou no Zakeru 2 (Japan),金色的卡修-友情的电击2 （日版）,金色的卡修-友情的电击2,
GBA#1521,Konjiki no Gashbell!! The Card Battle for GBA (Japan),金色的卡修-卡片战斗 （日版）,金色的卡修-卡片战斗,
GBA#1522,Konjiki no Gashbell!! Yuujou no Zakeru - Dream Tag Tournament (Japan),金色卡修-梦之黑暗锦标赛 （日版）,金色卡修-梦之黑暗锦标赛,
GBA#1523,Koro Koro Puzzle - Happy Panechu! (Japan),快乐转盘! （日版）,快乐转盘!,
GBA#1524,Kotoba no Puzzle - Mojipittan Advance (Japan),智力拼字A （日版）,智力拼字A,
GBA#1525,Kouchuu Ouja Mushiking - Greatest Champion e no Michi (Japan),甲虫王国-格莱特斯特冠军之路 （日版）,甲虫王国-格莱特斯特冠军之路,
GBA#1526,Koukou Juken Advance Series Eigo Koubun Hen - 26 Units Shuuroku (Japan),高校受验加强系列-英语构文篇 （日版）,高校受验加强系列-英语构文篇,
GBA#1527,Koukou Juken Advance Series Eijukugo Hen - 650 Phrases Shuuroku (Japan),高校受验系列-英熟語语篇-650片语收錄 （日版）,高校受验系列-英熟語语篇-650片语收錄,
GBA#1528,Koukou Juken Advance Series Eitango Hen - 2000 Words Shuuroku (Japan),高校受验加强系列-英语单词篇-2000字-红版 （日版）,高校受验加强系列-英语单词篇-2000字-红版,
GBA#1529,Koutetsu Teikoku from HOT-B (Japan),钢铁帝国 （日版）,钢铁帝国,
GBA#1530,Kunio-kun Nekketsu Collection 1 (Japan),任天堂国夫君热血纪念合集1 （日版）,任天堂国夫君热血纪念合集1,
GBA#1531,Kunio-kun Nekketsu Collection 2 (Japan),任天堂国夫君热血纪念合集2 （日版）,任天堂国夫君热血纪念合集2,
GBA#1532,Kunio-kun Nekketsu Collection 3 (Japan),任天堂国夫君热血纪念合集 （日版）,任天堂国夫君热血纪念合集,
GBA#1533,Kurohige no Golf Shiyouyo (Japan),黑胡子之大家来打高尔夫-快乐转盘 （日版）,黑胡子之大家来打高尔夫-快乐转盘,
GBA#1534,Kurohige no Kurutto Jintori (Japan),黑胡子之转转碰碰球 （日版）,黑胡子之转转碰碰球,
GBA#1535,Kurukuru Kururin (Europe),滚滚棒 （欧版）,滚滚棒,
GBA#1536,Kurukuru Kururin (Japan),滚滚棒 （日版）,滚滚棒,
GBA#1537,Kururin Paradise (Japan),滚滚棒天堂 （日版）,滚滚棒天堂,
GBA#1538,"Lady Sia (Europe) (En,Fr,De,Es,It,Nl)","女神战士-西雅 （欧版） (En,Fr,De,Es,It,Nl)",女神战士-西雅,
GBA#1539,"Lady Sia (USA) (En,Fr,De,Es,It,Nl)","女神战士-西雅 （美版） (En,Fr,De,Es,It,Nl)",女神战士-西雅,
GBA#1540,"Land Before Time, The (Europe) (En,Fr,De,Es,It)","小脚走天涯-史前之岛 （欧版） (En,Fr,De,Es,It)",小脚走天涯-史前之岛,
GBA#1541,"Land Before Time, The (USA) (En,Es)","小脚走天涯-史前之岛 （美版） (En,Es)",小脚走天涯-史前之岛,
GBA#1542,"Land Before Time, The - Into the Mysterious Beyond (Europe) (En,Fr,De,Es,It,Nl,Pt,Da)","史前时代-神秘世纪 （欧版） (En,Fr,De,Es,It,Nl,Pt,Da)",史前时代-神秘世纪,
GBA#1543,"Land Before Time, The - Into the Mysterious Beyond (USA) (En,Fr,Es)","史前时代-神秘世纪 （美版） (En,Fr,Es)",史前时代-神秘世纪,
GBA#1544,"Lara Croft Tomb Raider - Legend (Europe) (En,Fr,De,Es,It)","古墓丽影-传奇 （欧版） (En,Fr,De,Es,It)",古墓丽影-传奇,
GBA#1545,"Lara Croft Tomb Raider - Legend (USA) (En,Fr,De,Es,It)","古墓丽影-传奇 （美版） (En,Fr,De,Es,It)",古墓丽影-传奇,
GBA#1546,"Lara Croft Tomb Raider - The Prophecy (Europe) (En,Fr,De,Es,It)","古墓丽影-预言 （欧版） (En,Fr,De,Es,It)",古墓丽影-预言,
GBA#1547,Lara Croft Tomb Raider - The Prophecy (Japan),古墓丽影-预言 （日版）,古墓丽影-预言,
GBA#1548,"Lara Croft Tomb Raider - The Prophecy (USA) (En,Fr,De,Es,It)","古墓丽影-预言 （美版） (En,Fr,De,Es,It)",古墓丽影-预言,
GBA#1549,"Lea - Passion Veterinaire (France) (En,Fr)","我的马场 （法国版） (En,Fr)",我的马场,
GBA#1550,Legend of Dynamic Goushouden - Houkai no Rondo (Japan),豪翔传-崩界的轮舞曲 （日版）,豪翔传-崩界的轮舞曲,
GBA#1551,"Legend of Spyro, The - A New Beginning (Europe) (En,Fr,De,Es,It,Nl)","斯派罗传说-新的开始 （欧版） (En,Fr,De,Es,It,Nl)",斯派罗传说-新的开始,
GBA#1552,"Legend of Spyro, The - A New Beginning (USA)",斯派罗传说-新的开始 （美版）,斯派罗传说-新的开始,
GBA#1553,"Legend of Spyro, The - The Eternal Night (Europe) (En,Fr,De,Es,It,Nl)","斯派罗传说-无尽之夜 （欧版） (En,Fr,De,Es,It,Nl)",斯派罗传说-无尽之夜,
GBA#1554,"Legend of Spyro, The - The Eternal Night (USA) (En,Fr)","斯派罗传说-无尽之夜 （美版） (En,Fr)",斯派罗传说-无尽之夜,
GBA#1555,"Legend of Zelda, The - A Link to the Past & Four Swords (Europe) (En,Fr,De,Es,It)","塞尔达传说-时空隧道 （欧版） (En,Fr,De,Es,It)",塞尔达传说-时空隧道,
GBA#1556,"Legend of Zelda, The - A Link to the Past & Four Swords (USA)",塞尔达传说-时空隧道 （美版）,塞尔达传说-时空隧道,
GBA#1557,"Legend of Zelda, The - The Minish Cap (Europe) (En,Fr,De,Es,It)","塞尔达传说-缩小帽 （欧版） (En,Fr,De,Es,It)",塞尔达传说-缩小帽,
GBA#1558,"Legend of Zelda, The - The Minish Cap (USA)",塞尔达传说-缩小帽 （美版）,塞尔达传说-缩小帽,
GBA#1559,"Legend of Zelda, The - The Minish Cap (USA) (Demo) (Kiosk)",塞尔达传说-缩小帽 （美版） （演示版） （商店演示版）,塞尔达传说-缩小帽,
GBA#1560,"Legends of Wrestling II (USA, Europe)",摔跤传说2 （美版 欧版）,摔跤传说2,
GBA#1561,Legendz - Buhwarhaneun Siryeonyi Seom (Korea),苏生龙王新传说 (Korea),苏生龙王新传说,
GBA#1562,Legendz - Sign of Nekuromu (Japan),苏生龙王传说 （日版）,苏生龙王传说,
GBA#1563,Legendz - Yomigaeru Shiren no Shima (Japan),军团-苏醒的试练之岛 （日版）,军团-苏醒的试练之岛,
